"","ID","X..of.Rep.","UT.Date...Time","Local.Date...Time","Countries","States","D..Sound","C..Sound","Frag"
"2","Event 5959-2018","1","2018-12-31 23:04 UT","2019-01-01 00:04								CET","SE","Norrbottens län","1 no","1 no","1 no"
"3","Event 5958-2018","1","2018-12-31 22:20 UT","2018-12-31 17:20								EST","CA","Ontario","n/a","n/a","1 no"
"4","Event 5935-2018","2","2018-12-31 21:30 UT","2018-12-31 21:30								GMT","GB","England","2 no","2 no","2 no"
"5","Event 5932-2018","46","2018-12-31 14:52 UT","2018-12-31 06:52								PST","US","CA, NV, OR","40 no","1 yes 
											
																															
												 41 no","3 yes 
											
																															
												 27 no"
"6","Event 5957-2018","1","2018-12-31 13:40 UT","2018-12-31 19:10								IST","IN","Tamil Nadu","n/a","1 no","1 no"
"7","Event 5956-2018","1","2018-12-31 09:29 UT","2018-12-31 04:29								EST","US","OH","n/a","n/a","n/a"
"8","Event 5955-2018","1","2018-12-31 08:30 UT","2018-12-31 03:30								CST","CU","Matanzas","1 no","1 no","n/a"
"9","Event 5934-2018","5","2018-12-31 07:31 UT","2018-12-30 23:31								PST","US","CA","4 no","4 no","4 no"
"10","Event 5954-2018","1","2018-12-31 04:50 UT","2018-12-30 20:50								PST","US","CA","1 no","1 no","1 no"
"11","Event 5953-2018","1","2018-12-31 04:15 UT","2018-12-30 20:15								PST","US","WA","1 no","1 no","1 no"
"12","Event 5952-2018","1","2018-12-31 04:00 UT","2018-12-30 23:00								EST","US","MD","1 no","1 no","1 no"
"13","Event 5951-2018","1","2018-12-31 03:45 UT","2018-12-30 20:45								MST","US","AZ","1 no","n/a","n/a"
"14","Event 5852-2018","1","2018-12-31 01:10 UT","2018-12-30 22:10								-3 time zones","BR","Paraíba","1 no","1 no","1 no"
"15","Event 5950-2018","1","2018-12-31 00:18 UT","2018-12-30 19:18								EST","US","OH","1 no","1 no","n/a"
"16","Event 5949-2018","1","2018-12-30 20:26 UT","2018-12-30 20:26								GMT","GB","England","1 no","1 no","1 no"
"17","Event 5948-2018","1","2018-12-30 14:45 UT","2018-12-30 23:45								KST","KR","Gyeonggi-do","1 no","1 no","1 no"
"18","Event 5947-2018","1","2018-12-30 12:20 UT","2018-12-30 04:20								PST","US","CA","1 no","1 no","1 no"
"19","Event 5946-2018","1","2018-12-30 12:00 UT","2018-12-30 07:00								EST","US","WV","1 no","1 no","1 no"
"20","Event 5945-2018","1","2018-12-30 11:30 UT","2018-12-30 05:30								CST","US","NE","1 no","1 no","1 no"
"21","Event 5933-2018","3","2018-12-30 11:09 UT","2018-12-30 04:09								MST","US","AZ","2 no","2 no","1 yes 
											
																															
												 2 no"
"22","Event 5944-2018","1","2018-12-30 10:10 UT","2018-12-30 02:10								PST","US","CA","1 no","n/a","1 yes"
"23","Event 5943-2018","1","2018-12-30 09:34 UT","2018-12-30 03:34								CST","US","WI","1 no","1 no","1 no"
"24","Event 5811-2018","5","2018-12-30 06:58 UT","2018-12-29 22:58								PST","US","CA","3 no","2 no","1 yes 
											
																															
												 4 no"
"25","Event 5942-2018","1","2018-12-30 05:25 UT","2018-12-30 00:25								EST","US","RI","1 no","1 no","n/a"
"26","Event 5941-2018","1","2018-12-30 04:00 UT","2018-12-29 20:00								PST","US","WA","1 no","1 no","n/a"
"27","Event 5812-2018","43","2018-12-30 01:49 UT","2018-12-29 17:49								PST","US",", CA","29 no","29 no","1 yes 
											
																															
												 26 no"
"28","Event 5929-2018","7","2018-12-30 00:39 UT","2018-12-29 19:39								EST","US","FL","1 yes											
																															
												 5 no","6 no","3 yes 
											
																															
												 3 no"
"29","Event 5813-2018","43","2018-12-29 20:22 UT","2018-12-29 20:22								GMT","GB",", England","36 no","1 yes 
											
																															
												 35 no","5 yes 
											
																															
												 29 no"
"30","Event 5928-2018","1","2018-12-29 19:00 UT","2018-12-29 19:00								GMT","GB","England","1 no","1 no","1 no"
"31","Event 5927-2018","1","2018-12-29 16:05 UT","2018-12-29 21:35								IST","IN","Gujarat","n/a","1 no","n/a"
"32","Event 5926-2018","1","2018-12-29 14:45 UT","2018-12-29 06:45								PST","US","CA","1 no","1 no","1 no"
"33","Event 5925-2018","1","2018-12-29 14:10 UT","2018-12-29 06:10								PST","US","CA","n/a","n/a","1 no"
"34","Event 5924-2018","1","2018-12-29 10:10 UT","2018-12-29 03:10								MST","US","AZ","1 no","1 no","1 no"
"35","Event 5923-2018","1","2018-12-29 04:20 UT","2018-12-28 22:20								CST","US","TN","1 no","1 no","1 no"
"36","Event 5922-2018","1","2018-12-29 01:45 UT","2018-12-28 20:45								EST","US","FL","1 no","1 no","1 no"
"37","Event 5921-2018","1","2018-12-29 01:10 UT","2018-12-29 01:10								WET","PT","Porto","1 no","1 no","1 no"
"38","Event 5920-2018","1","2018-12-28 20:17 UT","2018-12-28 20:17								GMT","GB","England","1 no","1 no","1 no"
"39","Event 5919-2018","1","2018-12-28 12:34 UT","2018-12-28 06:34								CST","US","TX","n/a","n/a","1 no"
"40","Event 5918-2018","2","2018-12-28 10:51 UT","2018-12-28 05:21								2 time zones","US","MI, MN","2 no","2 no","1 no"
"41","Event 5917-2018","1","2018-12-28 10:20 UT","2018-12-28 04:20								CST","US","ND","n/a","1 no","1 no"
"42","Event 5916-2018","1","2018-12-28 09:37 UT","2018-12-28 22:37								NZDT","NZ","Northland","1 no","1 no","n/a"
"43","Event 5810-2018","1","2018-12-28 05:50 UT","2018-12-28 03:50								-2 time zones","BR","Rio Grande do Sul","1 no","1 no","1 yes"
"44","Event 5915-2018","2","2018-12-28 05:20 UT","2018-12-28 06:20								CET","DE","Nordrhein-Westfalen, Sachsen","1 no","1 no","2 no"
"45","Event 5914-2018","1","2018-12-28 04:15 UT","2018-12-27 22:15								CST","CA","Manitoba","1 no","1 no","1 yes"
"46","Event 5913-2018","1","2018-12-28 04:12 UT","2018-12-27 22:12								CST","US","TX","1 no","1 no","1 no"
"47","Event 5912-2018","1","2018-12-28 03:40 UT","2018-12-27 22:40								EST","US","SC","1 no","1 no","1 no"
"48","Event 5911-2018","1","2018-12-28 02:31 UT","2018-12-27 18:31								PST","US","CA","1 no","1 no","1 no"
"49","Event 5910-2018","1","2018-12-28 01:45 UT","2018-12-27 18:45								MST","US","ID","1 no","1 no","1 no"
"50","Event 5909-2018","1","2018-12-28 00:00 UT","2018-12-28 00:00								GMT","GB","England","1 no","n/a","1 no"
"51","Event 5908-2018","1","2018-12-27 23:32 UT","2018-12-27 17:32								CST","US","MS","1 no","1 no","1 no"
"210","Event 5814-2018","4","2018-12-27 22:48 UT","2018-12-27 17:48								EST","CA 
										
									    
																			US","ME, Quebec","4 no","4 no","3 no"
"310","Event 5961-2018","1","2018-12-27 22:30 UT","2018-12-27 19:30								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"410","Event 5962-2018","1","2018-12-27 21:57 UT","2018-12-27 19:57								-2 time zones","BR","Minas Gerais","1 no","n/a","1 no"
"52","Event 5907-2018","2","2018-12-27 21:37 UT","2018-12-27 17:07								2 time zones","CA 
										
									    
																			US","New Brunswick, PA","1 no","1 no","n/a"
"61","Event 5906-2018","1","2018-12-27 13:48 UT","2018-12-27 07:48								CST","","","1 no","1 no","1 no"
"71","Event 5905-2018","1","2018-12-27 09:30 UT","2018-12-26 23:30								HST","US","HI","1 no","1 no","1 no"
"81","Event 5904-2018","1","2018-12-27 09:09 UT","2018-12-27 02:09								MST","US","CO","n/a","n/a","1 no"
"91","Event 5903-2018","2","2018-12-27 08:55 UT","2018-12-27 21:55								NZDT","NZ","Northland","2 no","2 no","1 yes 
											
																															
												 1 no"
"101","Event 5902-2018","1","2018-12-27 07:06 UT","2018-12-27 02:06								EST","US","OH","1 no","1 no","1 no"
"111","Event 5793-2018","31","2018-12-27 03:41 UT","2018-12-26 22:41								EST","US",", DE, MD, NC, PA, SC, VA","23 no","25 no","3 yes 
											
																															
												 20 no"
"121","Event 5901-2018","1","2018-12-27 03:15 UT","2018-12-26 23:15								AST","BM","","1 no","1 no","1 no"
"131","Event 5900-2018","1","2018-12-27 03:10 UT","2018-12-27 04:10								CET","FR","Auvergne-Rhône-Alpes","1 no","1 no","1 no"
"141","Event 5805-2018","4","2018-12-27 02:53 UT","2018-12-26 21:53								EST","US","NC, VA, WV","4 no","4 no","1 yes 
											
																															
												 3 no"
"151","Event 5806-2018","2","2018-12-27 02:28 UT","2018-12-26 21:28								EST","US","OH","2 no","2 no","2 no"
"161","Event 5794-2018","3","2018-12-27 01:43 UT","2018-12-26 20:43								EST","US","NC, VA","2 no","3 no","3 no"
"171","Event 5899-2018","3","2018-12-27 00:59 UT","2018-12-27 01:59								CET","DE 
										
									    
																			CH 
										
									    
																			FR","Auvergne-Rhône-Alpes, Baden-Württemberg, Vaud","2 no","2 no","2 no"
"181","Event 5898-2018","2","2018-12-27 00:30 UT","2018-12-26 19:30								EST","US","KY","2 no","2 no","2 no"
"191","Event 5896-2018","1","2018-12-27 00:25 UT","2018-12-26 20:25								AST","CA","Nouveau-Brunswick","1 no","1 no","1 no"
"201","Event 5967-2018","1","2018-12-27 00:21 UT","2018-12-26 22:21								-2 time zones","BR","São Paulo","1 no","1 no","1 no"
"211","Event 5897-2018","1","2018-12-26 21:50 UT","2018-12-26 16:50								EST","US","ME","n/a","n/a","n/a"
"221","Event 5895-2018","1","2018-12-26 11:52 UT","2018-12-26 22:52								AEDT","AU","New South Wales","1 no","1 no","1 no"
"231","Event 5778-2018","6","2018-12-26 10:49 UT","2018-12-26 04:49								CST","US","TX","1 yes											
																															
												 3 no","4 no","4 yes 
											
																															
												 1 no"
"241","Event 5894-2018","1","2018-12-26 08:20 UT","2018-12-26 03:20								EST","US","OH","1 no","1 no","1 no"
"251","Event 5749-2018","3","2018-12-26 07:45 UT","2018-12-25 23:45								PST","US","CA","3 no","3 no","2 no"
"261","Event 5754-2018","2","2018-12-26 06:38 UT","2018-12-25 23:38								MST","US","CO","2 no","2 no","2 no"
"271","Event 5893-2018","1","2018-12-26 05:45 UT","2018-12-25 22:45								MST","US","NM","1 no","1 no","1 no"
"281","Event 5777-2018","1","2018-12-26 05:15 UT","2018-12-26 00:15								EST","US","MA","1 no","1 no","1 no"
"291","Event 5776-2018","1","2018-12-26 05:14 UT","2018-12-25 23:14								CST","US","MO","1 no","1 no","1 yes"
"301","Event 5775-2018","1","2018-12-26 04:10 UT","2018-12-25 23:10								EST","CA","Québec","1 no","1 no","1 yes"
"311","Event 5774-2018","1","2018-12-26 04:00 UT","2018-12-25 23:00								EST","US","GA","1 no","1 no","1 no"
"321","Event 5892-2018","1","2018-12-26 02:47 UT","2018-12-25 21:47								EST","US","NY","1 no","1 no","1 no"
"331","Event 5781-2018","1","2018-12-26 02:41 UT","2018-12-25 21:41								EST","US","MI","1 no","1 no","n/a"
"341","Event 5809-2018","1","2018-12-26 01:40 UT","2018-12-26 02:40								CET","FR","Bretagne","n/a","n/a","1 no"
"351","Event 5891-2018","1","2018-12-26 00:45 UT","2018-12-25 19:45								EST","US","IN","n/a","n/a","n/a"
"361","Event 5890-2018","1","2018-12-26 00:30 UT","2018-12-26 01:30								CET","FR","Auvergne-Rhône-Alpes","1 no","1 no","n/a"
"371","Event 5750-2018","4","2018-12-25 21:50 UT","2018-12-25 22:50								CET","FR","Occitanie","2 no","2 no","3 no"
"381","Event 5889-2018","1","2018-12-25 21:12 UT","2018-12-25 22:12								CET","DE","Niedersachsen","1 no","1 no","n/a"
"391","Event 5888-2018","1","2018-12-25 10:13 UT","2018-12-25 03:13								MST","US","AZ","1 no","1 no","1 no"
"401","Event 5773-2018","1","2018-12-25 07:17 UT","2018-12-25 02:17								EST","US","GA","1 no","1 no","1 no"
"411","Event 5772-2018","3","2018-12-25 06:30 UT","2018-12-24 22:30								PST","CA 
										
									    
																			US","British Columbia, WA","2 no","2 no","3 no"
"421","Event 5887-2018","1","2018-12-25 04:06 UT","2018-12-24 22:06								CST","US","AL","1 no","1 no","1 no"
"431","Event 5735-2018","11","2018-12-25 02:52 UT","2018-12-24 21:52								EST","CA 
										
									    
																			US","CT, MD, NJ, OH, Ontario, PA","8 no","8 no","3 yes 
											
																															
												 7 no"
"441","Event 5782-2018","1","2018-12-25 02:06 UT","2018-12-24 20:06								CST","US","AL","1 no","1 no","1 no"
"451","Event 5807-2018","2","2018-12-25 01:09 UT","2018-12-25 02:09								CET","CH 
										
									    
																			FR","Auvergne-Rhône-Alpes, Neuchâtel","2 no","2 no","1 yes"
"461","Event 5808-2018","4","2018-12-25 01:05 UT","2018-12-24 20:05								EST","US","NJ, NY, PA","4 no","4 no","1 yes 
											
																															
												 2 no"
"471","Event 5886-2018","2","2018-12-24 22:25 UT","2018-12-24 23:25								CET","FR","Île-de-France, Bretagne","2 no","2 no","1 yes 
											
																															
												 1 no"
"481","Event 5885-2018","1","2018-12-24 21:31 UT","2018-12-24 16:31								EST","US","NC","n/a","n/a","n/a"
"491","Event 5884-2018","1","2018-12-24 21:07 UT","2018-12-24 22:07								CET","FR","Provence-Alpes-Côte d'Azur","1 no","1 no","n/a"
"501","Event 5883-2018","1","2018-12-24 19:00 UT","2018-12-24 20:00								CET","FR","Bretagne","1 no","1 no","1 no"
"511","Event 5882-2018","1","2018-12-24 17:49 UT","2018-12-24 17:49								GMT","GB","England","n/a","n/a","1 no"
"212","Event 5881-2018","1","2018-12-24 13:10 UT","2018-12-24 07:10								CST","US","MS","1 no","1 no","1 no"
"312","Event 5751-2018","7","2018-12-24 12:36 UT","2018-12-24 06:36								CST","US","IL, IN, MN, WI","6 no","6 no","5 no"
"412","Event 5880-2018","1","2018-12-24 11:23 UT","2018-12-24 06:23								EST","US","NC","1 no","1 no","n/a"
"53","Event 5763-2018","1","2018-12-24 08:34 UT","2018-12-24 17:34								JST","JP","<U+6ECB><U+8CC0><U+770C>","1 no","1 no","1 yes"
"62","Event 5879-2018","1","2018-12-24 04:29 UT","2018-12-23 22:29								CST","US","IA","1 no","1 no","1 yes"
"72","Event 5878-2018","1","2018-12-24 00:15 UT","2018-12-23 19:15								EST","US","FL","1 no","1 no","1 no"
"82","Event 5877-2018","1","2018-12-23 18:15 UT","2018-12-23 18:15								GMT","GB","England","1 no","1 no","n/a"
"92","Event 5876-2018","1","2018-12-23 09:38 UT","2018-12-23 02:38								MST","US","WY","n/a","n/a","n/a"
"102","Event 5875-2018","2","2018-12-23 07:19 UT","2018-12-22 23:19								PST","US","CA","1 no","1 no","2 yes"
"112","Event 5783-2018","1","2018-12-23 06:50 UT","2018-12-23 06:50								GMT","GB","Scotland","n/a","n/a","1 no"
"122","Event 5874-2018","1","2018-12-23 06:42 UT","2018-12-23 00:42								CST","US","AL","1 no","1 no","1 no"
"132","Event 5873-2018","1","2018-12-23 03:45 UT","2018-12-22 20:45								MST","US","MT","1 no","1 no","n/a"
"142","Event 5784-2018","1","2018-12-23 01:44 UT","2018-12-22 19:44								CST","US","TX","1 no","1 no","1 no"
"152","Event 5785-2018","1","2018-12-23 01:21 UT","2018-12-22 20:21								EST","US","NJ","1 no","1 no","n/a"
"162","Event 5872-2018","1","2018-12-23 01:09 UT","2018-12-22 20:09								EST","US","NC","1 no","1 no","n/a"
"172","Event 5752-2018","2","2018-12-23 00:59 UT","2018-12-22 17:59								MST","US","CO","1 no","1 no","2 no"
"182","Event 5871-2018","1","2018-12-22 23:50 UT","2018-12-22 23:50								GMT","GB","England","1 no","1 no","1 no"
"192","Event 5870-2018","1","2018-12-22 23:20 UT","2018-12-22 18:20								EST","US","IN","1 no","1 no","n/a"
"202","Event 5755-2018","11","2018-12-22 22:22 UT","2018-12-22 17:22								EST","US",", CT, MA, MD, NH, NY","10 no","11 no","6 yes 
											
																															
												 3 no"
"213","Event 5756-2018","28","2018-12-22 21:11 UT","2018-12-22 22:11								CET","FR 
										
									    
																			ES",", Aragón, Auvergne-Rhône-Alpes, Cataluña, Euskadi, Nouvelle-Aquitaine, Occitanie, Provence-Alpes-Côte d'Azur","23 no","1 yes 
											
																															
												 22 no","4 yes 
											
																															
												 22 no"
"222","Event 5779-2018","1","2018-12-22 16:01 UT","2018-12-22 08:01								PST","CA","British Columbia","1 no","1 no","n/a"
"232","Event 5868-2018","1","2018-12-22 13:05 UT","2018-12-22 08:05								EST","US","MI","n/a","n/a","1 yes"
"242","Event 5869-2018","1","2018-12-22 10:57 UT","2018-12-22 02:57								PST","US","CA","1 no","1 no","1 yes"
"252","Event 5867-2018","1","2018-12-22 10:20 UT","2018-12-22 05:20								EST","US","MA","1 no","1 no","1 no"
"262","Event 5866-2018","1","2018-12-22 08:45 UT","2018-12-22 21:45								NZDT","NZ","Auckland","n/a","1 no","1 no"
"272","Event 5865-2018","1","2018-12-22 08:30 UT","2018-12-22 03:30								EST","US","FL","1 no","1 no","n/a"
"282","Event 5864-2018","1","2018-12-22 08:26 UT","2018-12-22 02:26								CST","US","TN","n/a","n/a","1 yes"
"292","Event 5790-2018","5","2018-12-22 06:45 UT","2018-12-22 00:33								2 time zones","US","MO, NE","4 no","4 no","2 yes 
											
																															
												 1 no"
"302","Event 5770-2018","6","2018-12-22 05:16 UT","2018-12-21 23:26								2 time zones","US","MO, NC","5 no","5 no","1 yes 
											
																															
												 2 no"
"313","Event 5758-2018","4","2018-12-22 03:38 UT","2018-12-21 20:38								MST","US","CO","4 no","4 no","3 yes 
											
																															
												 1 no"
"322","Event 5757-2018","2","2018-12-22 03:20 UT","2018-12-21 19:20								PST","US","CA","1 no","1 no","2 no"
"332","Event 5863-2018","2","2018-12-22 01:32 UT","2018-12-21 19:32								CST","US","IL, MO","2 no","2 no","1 yes 
											
																															
												 1 no"
"342","Event 5964-2018","1","2018-12-21 14:50 UT","2018-12-21 17:50								3 time zones","KW","Al Ahmadi Governorate","n/a","n/a","n/a"
"352","Event 5862-2018","1","2018-12-21 07:10 UT","2018-12-21 01:10								CST","US","IL","1 yes","n/a","n/a"
"362","Event 5861-2018","1","2018-12-21 06:41 UT","2018-12-21 00:41								CST","US","MO","n/a","n/a","n/a"
"372","Event 5860-2018","2","2018-12-21 01:51 UT","2018-12-20 19:51								CST","US","TX","2 no","2 no","2 no"
"382","Event 5859-2018","1","2018-12-21 01:04 UT","2018-12-20 18:04								MST","US","AZ","1 no","1 no","1 no"
"392","Event 5676-2018","1","2018-12-21 00:00 UT","2018-12-20 21:00								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"402","Event 5761-2018","1","2018-12-20 21:25 UT","2018-12-20 21:25								WET","PT","Guarda","1 no","1 no","1 no"
"413","Event 5975-2018","1","2018-12-20 18:30 UT","2018-12-20 19:30								CET","FR","Auvergne-Rhône-Alpes","1 no","1 no","n/a"
"422","Event 5759-2018","1","2018-12-20 17:00 UT","2018-12-20 08:00								AKST","US","AK","1 no","1 no","1 no"
"432","Event 5760-2018","2","2018-12-20 16:05 UT","2018-12-20 18:05								EET","CY","Nicosia","n/a","n/a","2 no"
"442","Event 5858-2018","1","2018-12-20 14:32 UT","2018-12-20 07:32								MST","US","CO","1 no","1 no","1 no"
"452","Event 5620-2018","2","2018-12-20 10:26 UT","2018-12-20 05:26								EST","US","CT, NH","2 no","1 no","2 no"
"462","Event 5857-2018","1","2018-12-20 10:12 UT","2018-12-20 03:12								MST","US","AZ","1 no","1 no","1 no"
"472","Event 5856-2018","1","2018-12-20 08:14 UT","2018-12-20 00:14								PST","US","NV","1 no","1 no","1 no"
"482","Event 5621-2018","19","2018-12-20 08:08 UT","2018-12-20 02:08								CST","US","MN","10 yes											
																															
												 3 no","4 yes 
											
																															
												 8 no","4 yes 
											
																															
												 6 no"
"492","Event 5855-2018","1","2018-12-20 07:38 UT","2018-12-20 01:38								CST","US","TX","1 no","1 no","1 no"
"502","Event 5765-2018","1","2018-12-20 06:48 UT","2018-12-19 23:48								MST","CA","Alberta","1 no","1 no","n/a"
"512","Event 5766-2018","3","2018-12-20 05:38 UT","2018-12-20 05:38								GMT","GB","England","3 no","3 no","2 yes 
											
																															
												 1 no"
"214","Event 5767-2018","2","2018-12-20 04:33 UT","2018-12-19 21:33								MST","US","AZ, NM","2 no","2 no","n/a"
"314","Event 5854-2018","1","2018-12-20 04:20 UT","2018-12-19 23:20								EST","US","NY","n/a","n/a","n/a"
"414","Event 5853-2018","1","2018-12-20 03:41 UT","2018-12-19 20:41								MST","US","NM","1 no","1 no","1 no"
"54","Event 5851-2018","3","2018-12-20 02:28 UT","2018-12-19 18:28								PST","US","CA","3 no","3 no","1 yes 
											
																															
												 2 no"
"63","Event 5618-2018","182","2018-12-20 01:35 UT","2018-12-19 17:35								2 time zones","US",", AZ, CA, NV, OR","151 no","4 yes 
											
																															
												 147 no","22 yes 
											
																															
												 85 no"
"73","Event 5753-2018","3","2018-12-20 01:03 UT","2018-12-19 19:03								CST","US","TX","1 no","1 no","2 yes 
											
																															
												 1 no"
"83","Event 5850-2018","1","2018-12-20 00:12 UT","2018-12-19 19:12								EST","US","NC","1 no","1 no","n/a"
"93","Event 5849-2018","2","2018-12-19 23:27 UT","2018-12-19 23:27								GMT","GB","England","2 no","2 no","2 no"
"103","Event 5848-2018","4","2018-12-19 21:44 UT","2018-12-19 16:44								EST","US","PA","4 no","4 no","3 yes"
"113","Event 5847-2018","1","2018-12-19 20:28 UT","2018-12-19 21:28								CET","FR","Provence-Alpes-Côte d'Azur","1 no","1 no","1 no"
"123","Event 5846-2018","1","2018-12-19 18:30 UT","2018-12-19 18:30								GMT","GB","England","1 no","1 no","1 yes"
"133","Event 5762-2018","4","2018-12-19 16:43 UT","2018-12-19 17:43								CET","FR","Bourgogne-Franche-Comté, Hauts-de-France, Normandy, Nouvelle-Aquitaine","3 no","3 no","1 yes 
											
																															
												 3 no"
"143","Event 5768-2018","2","2018-12-19 13:30 UT","2018-12-19 05:30								PST","US","CA","2 no","2 no","2 yes"
"153","Event 5764-2018","1","2018-12-19 13:22 UT","2018-12-19 06:22								MST","CA","Alberta","1 no","1 no","n/a"
"163","Event 5845-2018","1","2018-12-19 10:56 UT","2018-12-19 04:56								CST","US","MN","n/a","n/a","n/a"
"173","Event 5844-2018","1","2018-12-19 09:45 UT","2018-12-19 18:45								JST","JP","Kyoto Prefecture","1 no","1 no","n/a"
"183","Event 5843-2018","1","2018-12-19 09:01 UT","2018-12-19 04:01								EST","US","FL","1 no","1 no","1 no"
"193","Event 5842-2018","1","2018-12-19 08:23 UT","2018-12-19 03:23								EST","US","MI","1 no","1 no","1 no"
"203","Event 5841-2018","1","2018-12-19 08:11 UT","2018-12-19 03:11								EST","US","MI","1 no","1 no","1 no"
"215","Event 5616-2018","2","2018-12-19 04:35 UT","2018-12-18 20:35								PST","US","CA","2 no","2 no","2 no"
"223","Event 5840-2018","1","2018-12-19 04:20 UT","2018-12-18 23:20								EST","US","SC","1 no","1 no","1 no"
"233","Event 5615-2018","2","2018-12-19 03:35 UT","2018-12-18 22:35								EST","US","OH, PA","2 no","2 no","2 no"
"243","Event 5619-2018","17","2018-12-19 03:30 UT","2018-12-18 22:30								EST","US","FL, GA, NC, SC","13 no","11 no","2 yes 
											
																															
												 13 no"
"253","Event 5839-2018","1","2018-12-19 03:30 UT","2018-12-18 22:30								EST","US","OH","1 no","1 no","1 no"
"263","Event 5791-2018","1","2018-12-19 03:18 UT","2018-12-18 19:18								PST","US","CA","1 no","1 no","1 no"
"273","Event 5838-2018","1","2018-12-19 03:10 UT","2018-12-18 20:10								MST","US","UT","n/a","n/a","n/a"
"283","Event 5837-2018","1","2018-12-19 02:30 UT","2018-12-19 02:30								GMT","GB","England","1 no","1 no","1 no"
"293","Event 5836-2018","1","2018-12-19 01:57 UT","2018-12-18 18:57								MST","US","SD","1 yes","1 yes","1 no"
"303","Event 5771-2018","1","2018-12-19 01:30 UT","2018-12-18 19:30								CST","MX","Guerrero","1 no","1 no","1 no"
"315","Event 5835-2018","1","2018-12-19 01:00 UT","2018-12-18 20:00								EST","US","NC","1 no","1 no","1 yes"
"323","Event 5834-2018","1","2018-12-19 00:03 UT","2018-12-19 01:03								CET","FR","Normandie","1 no","1 no","1 no"
"333","Event 5833-2018","3","2018-12-18 22:46 UT","2018-12-18 17:46								EST","CA 
										
									    
																			US","NY, Ontario","3 no","3 no","3 no"
"343","Event 5769-2018","4","2018-12-18 18:53 UT","2018-12-18 19:53								CET","FR 
										
									    
																			CH 
										
									    
																			AT","Bern, Grand Est, Sankt Gallen, Tirol","n/a","1 no","3 yes 
											
																															
												 1 no"
"353","Event 5780-2018","1","2018-12-18 18:30 UT","2018-12-18 19:30								CET","DE","Niedersachsen","n/a","1 no","1 no"
"363","Event 5832-2018","2","2018-12-18 17:23 UT","2018-12-18 17:23								GMT","GB 
										
									    
																			IE","County Louth, Northern Ireland","2 no","2 no","2 no"
"373","Event 5831-2018","2","2018-12-18 10:27 UT","2018-12-18 03:27								MST","US","AZ, UT","1 yes","n/a","1 no"
"383","Event 5830-2018","1","2018-12-18 08:20 UT","2018-12-18 03:20								EST","US","VA","1 no","1 no","1 no"
"393","Event 5611-2018","12","2018-12-18 08:04 UT","2018-12-18 02:19								2 time zones","US",", AL, FL, GA, IL, IN, KY, MO","1 yes											
																															
												 5 no","6 no","3 yes 
											
																															
												 5 no"
"403","Event 5963-2018","1","2018-12-18 07:00 UT","2018-12-18 02:00								EST","US","TN","1 no","1 no","1 yes"
"415","Event 5786-2018","1","2018-12-18 06:50 UT","2018-12-18 07:50								CET","AT","Tyrol","n/a","n/a","1 yes"
"423","Event 5787-2018","1","2018-12-18 06:45 UT","2018-12-18 07:45								CET","FR","Bourgogne-Franche-Comté","1 no","1 no","1 no"
"433","Event 5829-2018","1","2018-12-18 05:54 UT","2018-12-17 21:54								PST","US","NV","1 no","1 no","1 yes"
"443","Event 5612-2018","4","2018-12-18 04:59 UT","2018-12-17 23:29								2 time zones","US","IL, IN, OH","3 no","3 no","3 no"
"453","Event 5617-2018","5","2018-12-18 03:39 UT","2018-12-17 22:03								2 time zones","US",", AL, GA","5 no","5 no","5 no"
"463","Event 5828-2018","1","2018-12-18 03:24 UT","2018-12-17 20:24								MST","US","WY","1 no","1 no","1 yes"
"473","Event 5802-2018","1","2018-12-18 03:18 UT","2018-12-17 21:18								CST","US","IL","1 no","1 no","1 no"
"483","Event 5801-2018","3","2018-12-18 02:40 UT","2018-12-17 21:40								EST","US","KY, OH, TN","3 no","1 yes 
											
																															
												 2 no","1 yes 
											
																															
												 1 no"
"493","Event 5803-2018","5","2018-12-18 02:04 UT","2018-12-17 20:40								2 time zones","US","IN, KY, OH, TN","5 no","5 no","3 yes 
											
																															
												 1 no"
"503","Event 5827-2018","1","2018-12-18 01:15 UT","2018-12-17 17:15								PST","US","NV","1 no","1 no","n/a"
"513","Event 5788-2018","4","2018-12-17 23:35 UT","2018-12-17 18:35								EST","US","CT, MA, NH","4 no","4 no","1 yes 
											
																															
												 3 no"
"216","Event 5826-2018","1","2018-12-17 20:00 UT","2018-12-17 21:00								CET","FR","Bourgogne-Franche-Comté","1 no","1 no","1 no"
"316","Event 5804-2018","3","2018-12-17 18:40 UT","2018-12-17 19:00								2 time zones","GB 
										
									    
																			NL","England, Noord-Holland","2 no","2 no","2 no"
"416","Event 5972-2018","1","2018-12-17 18:16 UT","2018-12-17 19:16								CET","DK","","1 no","1 no","1 no"
"55","Event 5825-2018","1","2018-12-17 08:04 UT","2018-12-17 02:04								CST","US","IL","1 no","1 no","1 yes"
"64","Event 5824-2018","1","2018-12-17 06:46 UT","2018-12-17 01:46								EST","US","NC","1 no","1 no","1 no"
"74","Event 5823-2018","2","2018-12-17 05:05 UT","2018-12-16 23:05								CST","US","IL","2 no","2 no","1 yes"
"84","Event 5822-2018","1","2018-12-17 04:28 UT","2018-12-16 20:28								PST","US","CA","1 no","1 no","1 no"
